local_queryID,time(ms),recall,mrr
0,2.069,1.0,0.0
1,2.438,1.0,0.0
2,1.889,0.0,0.0
3,1.969,1.0,1.0
4,1.797,0.0,0.0
5,1.753,1.0,0.0
6,1.807,1.0,1.0
7,1.072,1.0,0.0
8,1.13,1.0,0.0
9,1.139,1.0,0.0
10,1.154,0.0,0.0
11,1.177,1.0,1.0
12,1.096,1.0,1.0
13,0.983,1.0,1.0
14,1.169,0.0,0.0
15,1.063,1.0,1.0
16,0.915,0.0,0.0
17,1.062,1.0,1.0
18,1.009,1.0,1.0
19,1.138,1.0,1.0
20,1.031,1.0,0.0
21,1.035,1.0,1.0
22,0.992,1.0,1.0
23,1.07,0.0,0.0
24,1.11,0.0,0.0
25,1.482,1.0,1.0
26,1.168,1.0,0.0
27,1.101,0.0,0.0
28,1.057,0.0,0.0
29,1.937,0.0,0.0
30,2.104,0.0,0.0
31,2.16,1.0,0.0
32,2.404,1.0,0.0
33,2.229,0.0,0.0
34,1.951,0.0,0.0
35,2.18,1.0,0.0
36,1.714,0.0,0.0
37,1.054,1.0,1.0
38,1.119,1.0,1.0
39,1.02,1.0,0.0
40,0.961,1.0,1.0
41,1.013,0.0,0.0
42,1.047,0.0,0.0
43,1.038,1.0,0.0
44,1.065,1.0,1.0
45,1.133,1.0,1.0
46,1.115,1.0,1.0
47,0.98,0.0,0.0
48,1.001,1.0,1.0
49,1.18,1.0,0.0
50,1.141,1.0,0.0
51,1.156,0.0,0.0
52,1.189,0.0,0.0
53,0.977,1.0,1.0
54,1.157,0.0,0.0
55,1.076,0.0,0.0
56,1.028,1.0,1.0
57,1.067,1.0,1.0
58,1.883,1.0,1.0
59,1.517,0.0,0.0
60,1.14,0.0,0.0
61,1.102,1.0,0.0
62,1.098,1.0,0.0
63,1.09,1.0,1.0
64,1.051,0.0,0.0
65,1.003,0.0,0.0
66,1.089,0.0,0.0
67,1.293,0.0,0.0
68,0.912,0.0,0.0
69,1.132,1.0,1.0
70,0.96,1.0,0.0
71,1.099,1.0,0.0
72,1.116,1.0,0.0
73,0.96,1.0,0.0
74,1.128,0.0,0.0
75,1.023,1.0,0.0
76,0.947,1.0,0.0
77,0.956,1.0,0.0
78,0.891,0.0,0.0
79,0.89,0.0,0.0
80,0.876,1.0,1.0
81,0.924,1.0,0.0
82,0.949,1.0,0.0
83,0.898,0.0,0.0
84,0.804,1.0,1.0
85,0.819,1.0,1.0
86,0.913,1.0,0.0
87,0.823,1.0,0.0
88,0.802,1.0,1.0
89,0.747,1.0,1.0
90,1.333,1.0,1.0
91,1.056,1.0,0.0
92,1.224,1.0,1.0
93,1.113,1.0,1.0
94,0.868,1.0,0.0
95,0.901,1.0,0.0
96,0.811,0.0,0.0
97,0.941,1.0,1.0
98,0.82,1.0,0.0
99,0.836,0.0,0.0
